sn	wn	nw	let	l	f	p	word	log_freq	bigram	pos_bigram	len	logitpred	spm	spu	sp1	rv1	sp5	rv5	sp10	rv10	sp15	rv15	sp20	rv20	sp25	rv25	sp30	rv30	sp50	rv50	sp100	rv100	freq.pm	scaled.freq	scaled.log.freq	log.rv100	scaled.log.rv100	freq.class	spu.class	sp100.class	rv1.class	rv100.class
65	9	9	2.08947368421053	6	1.14206393617799	-0.071549847	Faden	NA	NA	NA	NA	NA	NA	0.982387051857789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
66	1	7	2.08653846153846	3	3.6967764986441	-1.13217987	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
66	2	7	2.88940092165899	6	0.750011333162642	-2.552972737	Tänzer	1.0554739	2.4849066	15.822097	0.16666667	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	11.3625000986343	0.000339898462425153	0.233299029091749	5.2812582127327	0.77476502189049	2	1	1	2	1
66	3	7	3.14393939393939	7	0.113707098674578	-2.552972737	probten	0.1965332	0.6931472	14.315436	0.14285714	-2.55297274	6.586956	2.42056314916937	0.344430885517	196.617105931	0.265168553075	196.617105931	0.17101849506	196.617105931	0.131553774163	395.929128334	0.107511373828	395.929128334	0.0508262924124	395.929128334	0.0400831925315	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	1.57229198302677	4.7033630176023e-05	0.0434411544845349	5.98123522638411	0.877452238545981	1	3	1	2	2
66	4	7	2.23963133640553	4	3.07495533417612	-1.504075429	ihre	3.0795068	1.0986123	11.129026	0.25	-1.50407543	10.592385	6.59845769902674	1.96702899931	51	0.529590183523	196.617105931	0.314998182102	196.617105931	0.228743928292	196.617105931	0.224989780139	196.617105931	0.247767468327	196.617105931	0.204410804483	196.617105931	0.14808388901	395.929128334	0.0391798077621	429.297861383	1200.8998760517	0.0359237859496776	0.680685658377188	6.06215099358056	0.889322649652202	4	5	2	1	3
66	5	7	1.41481481481481	3	0.220240972284591	-1.13217987	Kür	0.72527687	1.9459101	13.757741	0.33333333	-1.13217987	5.76115	0.347448526816382	2.16788125104	344.929128334	1.11532442955	196.617105931	0.535844243388	344.929128334	0.526101919741	344.929128334	0.477194195892	344.929128334	0.481549026772	344.929128334	0.444277980523	344.929128334	0.351486206329	344.929128334	0.30440992113	344.929128334	5.31222999854347	0.000158910344807893	0.160313191632406	5.84333897080989	0.857222741868276	1	1	3	3	1
66	6	7	4.15714285714286	9	2.55540040346738	-2.215395751	besonders	2.4013506	0.6931472	13.537719	0.11111111	-2.21539575	6.627959	4.3867835251348	2.65937598129	134.350984724	2.1849132828	167.925658896	1.86143273026	218.925658896	1.12210520951	218.925658896	0.787959031496	218.925658896	0.636040796739	218.925658896	0.69684055373	218.925658896	0.726216598315	371.57079941	0.53377138264	422.57079941	251.971023455503	0.00753747526554576	0.530787889202081	6.04635700532656	0.887005658290968	3	5	3	1	3
66	7	7	3.94444444444444	9	1.01581895922468	-0.622609068	intensiv	NA	NA	NA	NA	NA	NA	3.80257658108428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
67	1	10	2.57707509881423	4	2.57246498659219	-2.552972737	Nach	NA	NA	NA	NA	NA	NA	2.42555090935818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA
67	10	10	1.74585635359116	5	3.30326303299683	2.552972737	sein	NA	NA	NA	NA	NA	NA	5.49203300190508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
67	2	10	1.89075630252101	3	3.8287320581689	-0.303068288	dem	3.8180642	8.6757342	15.008878	0.33333333	-0.30306829	6.598118	1.81690238806296	1.53038023915	145.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	6577.55063444625	0.196761216964969	0.843934341597613	5.2812582127327	0.77476502189049	4	2	1	2	1
67	3	10	2.34234234234234	6	1.56878000694398	-2.552972737	Streit	1.9386163	5.0689042	15.822097	0.16666667	-2.55297274	6.634453	0.726353719926317	2.07323332944	130.561438751	0.87383178104	196.617105931	0.217566527977	196.617105931	0.141790014858	196.617105931	0.0438596123036	215.098116321	0.016529564299	215.098116321	0.016529564299	215.098116321	0.00622554228402	344.929128334	3.20342650381e-16	395.929128334	86.8193040140646	0.00259711750821012	0.428506380471785	5.98123522638411	0.877452238545981	2	1	1	1	2
67	4	10	3.18487394957983	6	2.18524742586704	-2.552972737	schien	1.7851511	1.3862944	14.315436	0.16666667	-2.55297274	6.586956	2.73500820227405	2.10860710614	175.179993661	0.888938191723	196.617105931	1.04169110198	196.617105931	0.704105972476	196.617105931	0.649780112556	196.617105931	0.525748805437	196.617105931	0.407552461024	196.617105931	0.26238957222	352.431851041	0.158236882279	405.579784161	60.97490045839	0.00182400657711101	0.394584857486355	6.0053176092227	0.880985144364169	2	3	2	2	3
67	5	10	2.62311557788945	5	2.83277387922834	-0.011764543	alles	2.6545144	4.4308168	11.610116	0.2	-0.01176454	10.592385	4.86120915097355	1.83953677237	145.617105931	0.925108432943	196.617105931	0.746908569669	196.617105931	0.962439899279	196.617105931	0.871258837686	196.617105931	0.783516935695	196.617105931	0.766408296833	196.617105931	0.537754324579	378.297861383	0.312345324372	585.341101776	451.350990639354	0.013501738737131	0.586746514745714	6.37219475726576	0.934806330563589	3	5	3	2	3
67	6	10	3.12690355329949	6	3.1095684233719	0.106280364	wieder	3.0419648	6.2633983	11.49986	0.16666667	0.10628036	5.746262	3.01241291703947	2.71759798233	130.561438751	1.37684704743	196.617105931	1.12884120361	196.617105931	0.83316627515	196.617105931	0.837798351463	196.617105931	1.02593166456	344.929128334	1.09668762221	344.929128334	1.22468878906	344.929128334	0.882441245319	344.929128334	1101.4500323021	0.0329488377705374	0.672387478621003	5.84333897080989	0.857222741868276	4	4	4	1	1
67	7	10	1.12121212121212	2	3.71737921171809	-2.215395751	im	3.8291905	6.9037473	11.955352	0.5	-2.21539575	3.925073	2.24238222157105	1.91990325671	124.179993661	2.04545516607	196.617105931	1.99424114971	196.617105931	2.02170179668	196.617105931	1.70190368653	196.617105931	1.35259791276	196.617105931	1.09883541101	196.617105931	0.874125780423	196.617105931	1.18945912752	344.929128334	6748.23969232992	0.201867218973667	0.846393668149775	5.84333897080989	0.857222741868276	4	3	4	1	1
67	8	10	1.20805369127517	3	0.50770613567621	0.382303208	Lot	0.53831605	3.2580965	13.858854	0.33333333	0.38230321	6.360805	1.84741730552948	0.814321285519	167.925658896	1.76454534367	167.925658896	1.67971386173	167.925658896	1.7277089065	167.925658896	1.85535801046	167.925658896	1.96932753701	167.925658896	2.05363446533	167.925658896	1.50173158412	218.925658896	1.1831401463	218.925658896	3.45395002901186	0.000103321654034181	0.118987889524796	5.38873221509201	0.790531548433316	1	2	4	2	1
67	9	10	0.930555555555556	2	4.03179612625399	1.654055207	zu	3.9763197	2.6390573	12.741469	0.5	1.65405521	6.611656	1.71786442402909	1.5100818449	51	1.60005803625	197.139065809	1.52582004007	218.925658896	1.43524932774	218.925658896	1.42286089556	218.925658896	1.44230097061	218.925658896	1.40815854486	218.925658896	2.03828769721	218.925658896	1.66605571982	473.893369667	9469.33977479026	0.283266358784841	0.878914699234528	6.16098233787968	0.903821290988232	4	2	4	1	3
68	1	8	2.01310043668122	3	3.42584874184721	-0.902778336	Der	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
68	2	8	2.8448275862069	6	1.42798568226808	-2.552972737	frisch	1.3263932	2.0794415	11.61173	0.16666667	-2.55297274	6.61735	5.88255704661777	1.98813376232	51	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	21.2027991803041	0.000634261718630112	0.293182281204583	5.2812582127327	0.77476502189049	2	5	1	1	1
68	3	8	3.5993265993266	8	0.363743564344568	-1.654055207	gekochte	0.1498227	1.3862944	12.331414	0.125	-1.65405521	6.403688	2.55970741689549	3.51726500066	196.617105931	1.06335399508	196.617105931	0.347082533227	196.617105931	0.261181809192	196.617105931	0.261181809192	196.617105931	0.109145762279	196.617105931	0.0843181780432	344.929128334	4.80513975572e-16	395.929128334	4.80513975572e-16	395.929128334	1.4119609962147	4.2237480083749e-05	0.033116394868603	5.98123522638411	0.877452238545981	1	3	2	2	2
68	4	8	2.01036269430052	4	0.800375418043133	-1.20539895	Brei	0.5242312	0.6931472	15.500497	0.25	-1.20539895	10.827595	0.731467517718676	0.830328985443	454.872287156	2.1426283742	218.925658896	1.51539690458	218.925658896	1.15671675277	376.762500828	0.578334439816	454.872287156	0.679690442293	454.872287156	0.555500797282	454.872287156	0.488201184093	454.872287156	0.0914845675939	473.893369667	3.34372998684744	0.000100024525538259	0.115874613270496	6.16098233787968	0.903821290988232	1	1	2	3	3
68	5	8	1.80555555555556	3	3.57070985433699	-0.730759854	war	3.3948543	1.7917595	13.724486	0.33333333	-0.73075985	6.428349	2.9243261343587	0.636652930764	196.617105931	1.34871588252	196.617105931	1.81198691325	196.617105931	1.52798733731	196.617105931	1.77627287173	196.617105931	1.47578263515	196.617105931	1.39942439365	196.617105931	0.872742481216	196.617105931	0.819284225138	394.085139536	2482.30018701771	0.0742556664044734	0.75038919683182	5.9765669761467	0.876767402309674	4	4	4	2	2
68	6	8	2.03111111111111	4	3.46134693245464	-0.902778336	noch	3.4477099	8.0317104	12.984551	0.25	-0.90277834	15.060201	2.96015011360255	1.55940753656	145.617105931	1.05627434132	145.617105931	1.06736640974	145.617105931	1.30894387889	145.617105931	1.2812967109	145.617105931	1.36078724642	196.617105931	1.39099825735	196.617105931	1.50786501061	329.841252523	1.29468542112	444.13823911	2803.56029032022	0.0838658590736197	0.762072252340878	6.09613586331992	0.894308258627746	4	4	4	2	3
68	7	8	1.02290076335878	2	4.03179612625399	-0.495820681	zu	3.9763197	8.4894108	9.310186	0.5	-0.49582068	5.96942	1.59851747352138	1.58400207298	51	1.84612616279	145.617105931	1.91108244839	145.617105931	1.54230334695	196.617105931	1.38877740941	196.617105931	1.38299812545	196.617105931	1.33398497677	196.617105931	1.39052446515	196.617105931	1.33341129982	196.617105931	9469.33977479026	0.283266358784841	0.878914699234528	5.2812582127327	0.77476502189049	4	2	4	1	1
68	8	8	1.52727272727273	5	1.38493196841685	1.066756246	heiß	NA	NA	NA	NA	NA	NA	3.72342276352193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
69	1	7	2.08411214953271	3	3.6967764986441	-0.862754226	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
69	2	7	5.58997050147493	11	0.448100048397005	-2.552972737	Schneiderin	0.22710813	2.3025851	15.822097	0.09090909	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	1.68697299315451	5.04642043166972e-05	0.0501993523741731	5.2812582127327	0.77476502189049	1	1	1	2	1
69	3	7	3.38910505836576	7	1.41490819891223	-1.868830714	steckte	0.98146342	0.6931472	14.315436	0.14285714	-1.86883071	6.586956	2.42056314916937	0.344430885517	196.617105931	0.265168553075	196.617105931	0.17101849506	196.617105931	0.131553774163	395.929128334	0.107511373828	395.929128334	0.0508262924124	395.929128334	0.0400831925315	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	9.58216003750518	0.000286641270423505	0.216939957468458	5.98123522638411	0.877452238545981	1	3	1	2	2
69	4	7	1.90845070422535	3	4.47080726130185	-0.533920193	die	4.4840591	5.3844951	13.279692	0.33333333	-0.53392019	10.592385	2.50284989137992	1.42976556915	51	0.505708013244	196.617105931	0.290665626116	196.617105931	0.235219174306	196.617105931	0.223944510197	196.617105931	0.240327358244	196.617105931	0.19729881487	196.617105931	0.14513973119	395.929128334	0.0425397153073	429.297861383	30483.0978387079	0.911873090903439	0.991144010685647	6.06215099358056	0.889322649652202	5	3	2	1	3
69	5	7	1.89071038251366	4	0.599040946973966	-1.510208248	Naht	0.24397462	4.2195077	15.822097	0.25	-1.51020825	6.54856	0.761945262831666	1.27525819246	371.57079941	0.86416742145	371.57079941	0.625523651354	371.57079941	0.619676986658	371.57079941	0.546883351745	371.57079941	0.494371500418	371.57079941	0.444711659773	371.57079941	0.369937244363	371.57079941	0.314274284829	422.57079941	1.7537780087447	5.24626132834107e-05	0.0539274746339331	6.04635700532656	0.887005658290968	1	1	3	3	3
69	6	7	4.54983922829582	10	1.48862685236543	-1.868830714	sorgfältig	1.2691158	0.6931472	13.010048	0.1	-1.86883071	6.586956	5.6319161514671	2.99044468241	134.593037414	1.09115650219	218.925658896	0.863080542078	218.925658896	0.78179628422	218.925658896	0.621675134469	218.925658896	0.617224965277	218.925658896	0.687956889374	218.925658896	0.652801891554	422.893369667	0.518120926944	422.893369667	18.5829988491864	0.000555892865237115	0.280521843263958	6.047120066103	0.887117599948684	2	5	3	2	3
69	7	7	1.36875	3	2.72878948140638	0	ab	NA	NA	NA	NA	NA	NA	1.35428510592856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
7	1	8	3.88311688311688	7	0.292211974933228	-2.552972737	Torsten	NA	NA	NA	NA	NA	NA	3.7703904316269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
7	2	8	4.79041916167665	11	1.25695815256093	-2.552972737	beobachtete	0.88764768	0.6931472	12.641517	0.09090909	-2.55297274	6.588227	2.40201580177601	1.29872715863	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	7.72054004649152	0.000230952666060675	0.196203185999714	5.2812582127327	0.77476502189049	1	3	1	2	1
7	3	8	3.24015748031496	7	2.05457475529482	-1.073291291	gestern	2.3879004	1.0986123	12.925034	0.14285714	-1.07329129	10.917208	3.46627169794797	1.1361472271	145.617105931	0.676580428347	196.617105931	0.260934745229	196.617105931	0.260934745229	196.617105931	0.153506039016	196.617105931	0.113401112793	344.929128334	0.0367302167634	344.929128334	0	395.929128334	0	395.929128334	244.287024675207	0.00730761569696249	0.527814894226943	5.98123522638411	0.877452238545981	3	4	1	2	2
7	4	8	2.43601895734597	4	3.74529656881798	-1.295136987	eine	3.7424187	5.123964	13.428684	0.25	-1.29513699	4.852871	2.19103348545733	1.49500180265	51	1.90369018352	145.617105931	1.37011056694	196.617105931	0.716932139185	196.617105931	0.729772430612	196.617105931	0.588784549608	196.617105931	0.604626302203	196.617105931	0.405723441618	344.929128334	0.117706951734	395.929128334	5526.09949585592	0.165308048892831	0.827213869679587	5.98123522638411	0.877452238545981	4	3	2	1	2
7	5	8	2.08053691275168	5	0.939471827068578	-2.552972737	Maus	0.97269565	4.5217886	15.822097	0.2	-2.55297274	6.220635	1.25717972640255	2.6279333	214.65219	1.626963	256.4274	1.4019201	307.4274	1.345037	307.4274	1.247675	307.4274	1.2350583	307.4274	1.1233134	307.4274	1.0542871	307.4274	0.9377886	399.9007	9.39064990899093	0.00028091242574533	0.215001953858611	5.99121626628885	0.87891646549509	1	2	4	3	3
7	6	8	1.84810126582278	3	4.47080726130185	0.533920193	die	4.4840591	3.1780538	14.78291	0.33333333	0.53392019	10.876252	2.81985975647795	1.56477531311	51	2.14620752553	145.617105931	1.89568814695	196.617105931	1.87379549003	196.617105931	1.9099019852	196.617105931	1.83105552265	196.617105931	1.91854472181	196.617105931	1.58814504706	196.617105931	1.42646109284	196.617105931	30483.0978387079	0.911873090903439	0.991144010685647	5.2812582127327	0.77476502189049	5	4	4	1	1
7	7	8	1.77011494252874	4	0.414918222480462	-2.552972737	Efeu	0.27586096	1.0986123	15.822097	0.25	-2.55297274	6.580145	1.04938895386412	1.91382591181	51	2.41512754274	145.617105931	2.11269125821	196.617105931	2.20333008762	196.617105931	2.11969413689	196.617105931	2.13597304748	196.617105931	2.04189808881	196.617105931	2.08526642962	196.617105931	1.76856743008	196.617105931	1.88738700270988	5.64594001895244e-05	0.0609755429597243	5.2812582127327	0.77476502189049	1	1	4	1	1
7	8	8	2.08050847457627	5	0.632681973857142	-0.212441256	fraß	NA	NA	NA	NA	NA	NA	3.04726964036657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
70	1	8	2.17194570135747	3	2.59553259522088	-2.221321581	Auf	NA	NA	NA	NA	NA	NA	2.60437190181622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA
70	2	8	1.90598290598291	3	3.8287320581689	-0.36412015	dem	3.8180642	8.6303433	15.008878	0.33333333	-0.36412015	6.598118	1.75348618711167	1.53038023915	145.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	6577.55063444625	0.196761216964969	0.843934341597613	5.2812582127327	0.77476502189049	4	2	1	2	1
70	3	8	3.20149253731343	8	1.68504631094061	-2.552972737	höchsten	1.6075783	5.5412635	14.873254	0.125	-2.55297274	6.634453	2.05813489516888	2.85057985025	130.561438751	1.21320516613	145.617105931	0.383319371514	196.617105931	0.195638828787	196.617105931	0.091171683282	196.617105931	0.0436212917998	344.929128334	0.0135087070398	344.929128334	0	395.929128334	0	395.929128334	40.5114977709471	0.00121186320645576	0.355334657331616	5.98123522638411	0.877452238545981	2	2	1	1	2
70	4	8	2.15178571428571	4	0.667774118627752	-2.552972737	Mast	0.52437535	0.6931472	15.500497	0.25	-2.55297274	6.601872	0.259158559184406	2.24660760669	124.179993661	1.60719490408	395.929128334	1.87226296718	395.929128334	1.46054546602	395.929128334	1.12393075196	395.929128334	0.80843972809	395.929128334	0.684266595688	395.929128334	0.33736133674	395.929128334	0.122831295756	405.579784161	3.34484001402594	0.00010005773095326	0.11590647578746	6.0053176092227	0.880985144364169	1	1	2	1	3
70	5	8	2.7085020242915	5	2.29244880215625	-2.552972737	hielt	1.959536	0.6931472	14.315436	0.2	-2.55297274	6.428349	2.45887698606448	2.10860710614	171.533541284	0.739963301639	196.617105931	0.622053526654	196.617105931	0.877268835698	196.617105931	1.06192304811	196.617105931	1.29576654779	211.323999876	1.21473594726	211.323999876	1.10250316953	211.323999876	0.714270007657	268.818774315	91.1036967781097	0.00272528107259146	0.433130413049844	5.59403745113183	0.820649999243226	2	3	3	2	1
70	6	8	1.85401459854015	3	4.50477795437428	-0.533920193	der	4.5241247	6.2897156	13.279692	0.33333333	-0.53392019	14.767255	1.85773591460161	1.42976556915	51	0.940200143768	145.617105931	0.973978941706	196.617105931	0.958868998659	196.617105931	0.969309163924	196.617105931	0.88796407491	196.617105931	0.956183970989	196.617105931	0.969120950709	196.617105931	1.02076737495	196.617105931	33429.1012014696	1	1	5.2812582127327	0.77476502189049	5	2	4	1	1
70	7	8	2.29368029739777	5	0.106752362270414	-2.552972737	Pirat	0.14082626	1.6094379	15.822097	0.2	-2.55297274	6.54856	0.68190556584507	1.27525819246	371.57079941	1.17600291264	371.57079941	1.02858760492	371.57079941	0.991467224015	371.57079941	0.961922371062	371.57079941	0.961634596514	371.57079941	0.968481960468	371.57079941	0.983783275779	371.57079941	0.945360330869	371.57079941	1.38301299237168	4.13715278803511e-05	0.0311278466749601	5.917739423147	0.868137350804581	1	1	4	3	2
70	8	8	2.5	6	1.04466125178149	-1.868830714	Wache	NA	NA	NA	NA	NA	NA	4.77510307243688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
71	1	8	4.19387755102041	7	0.413190757578614	-2.552972737	Claudia	NA	NA	NA	NA	NA	NA	3.7703904316269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
71	2	8	2.18884120171674	4	3.20864824202424	-2.209410184	kann	3.1129065	0.6931472	9.920148	0.25	-2.20941018	6.588227	5.03603176841638	1.87303124227	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	1296.90002910577	0.0387955398887231	0.688068235608094	5.2812582127327	0.77476502189049	4	5	1	2	1
71	3	8	4.5	11	0.00445912218449834	-2.552972737	Salatsaucen	0.0057641433	0	9.47024	0.09090909	-2.55297274	10.306301	4.43100732861465	1.37492014904	145.617105931	0.893374031817	145.617105931	0.325503329855	196.617105931	0.280863862697	196.617105931	0.248039295964	215.098116321	0.126023664622	395.929128334	0.0825603296069	395.929128334	0	395.929128334	0	395.929128334	1.01336090011055	3.03137345513197e-05	0.00127409027872287	5.98123522638411	0.877452238545981	1	5	1	2	2
71	4	8	1.78260869565217	3	3.88903487968861	-1.85677579	mit	3.9104216	0	14.889018	0.33333333	-1.85677579	6.447387	2.14816149483688	1.5342581913	167.925658896	1.84271667228	167.925658896	1.43842448482	167.925658896	0.907200497715	218.925658896	0.577388549994	218.925658896	0.559713714571	218.925658896	0.511958944058	218.925658896	0.430672200603	218.925658896	0.129462342549	738.210287241	8136.19970670167	0.243386732346366	0.864348765629736	6.60422872607317	0.968845908952124	4	3	2	2	3
71	5	8	1.92788461538462	4	2.69310671350914	-1.85677579	viel	2.6331189	6.652863	11.059614	0.25	-1.85677579	6.458063	4.31918338934746	1.56407018573	145.617105931	1.55971313601	196.617105931	2.00383125954	196.617105931	1.77894346589	196.617105931	1.91010447044	196.617105931	1.79767961281	196.617105931	1.67393014055	196.617105931	1.02022476308	196.617105931	0.812906046823	394.085139536	429.654040216293	0.0128526949506319	0.582017312652766	5.9765669761467	0.876767402309674	3	5	4	2	2
71	6	8	2.67586206896552	5	0.831855063025326	-1.198949818	Essig	0.42398764	0.6931472	12.276443	0.2	-1.19894982	6.424139	2.03506358626321	2.4211218441	130.561438751	3.135489095	196.617105931	2.05225708429	196.617105931	2.8332951213	196.617105931	2.86212299152	196.617105931	2.66939549509	196.617105931	2.49523543986	196.617105931	2.50710246131	196.617105931	1.99191933272	344.929128334	2.6545300131044	7.94077590392319e-05	0.0937170542624521	5.84333897080989	0.857222741868276	1	2	4	1	1
71	7	8	2.765625	5	3.90887785085892	0.242754716	nicht	3.8499069	1.3862944	12.006932	0.2	0.24275472	6.498005	5.75267866748198	1.56735053448	51	1.52349718867	241.234211861	0.573901518151	241.234211861	0.69534350519	241.234211861	0.463288699714	241.234211861	0.551863673217	241.234211861	0.600667193576	241.234211861	0.577833653737	449.036814794	0.476522257364	696.695104488	7077.94037836074	0.211729903705864	0.850972763858609	6.54634787529687	0.960354739459479	4	5	3	1	3
71	8	8	3.76515151515152	10	0.431825157929446	-0.895880318	ausstehen	NA	NA	NA	NA	NA	NA	5.6409096881041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
72	1	8	2.16355140186916	3	3.6967764986441	-1.000738184	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
72	2	8	2.63679245283019	5	0.513241578855875	-2.552972737	Torte	0.33448793	2.3978953	15.822097	0.2	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	2.16016999805937	6.46194459444339e-05	0.0739342861172682	5.2812582127327	0.77476502189049	1	1	1	2	1
72	3	8	3.02057613168724	6	1.24615869364288	-2.209410184	erwies	1.2275011	0.6931472	14.315436	0.16666667	-2.20941018	6.586956	2.42056314916937	0.344430885517	196.617105931	0.265168553075	196.617105931	0.17101849506	196.617105931	0.131553774163	395.929128334	0.107511373828	395.929128334	0.0508262924124	395.929128334	0.0400831925315	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	16.885001361881	0.000505098873586788	0.271323445173826	5.98123522638411	0.877452238545981	2	3	1	2	2
72	4	8	2.30201342281879	4	3.89769250540602	1.647922581	sich	3.8809747	6.9874902	12.620118	0.25	1.64792258	10.592385	2.98538224387944	1.54820654032	145.617105931	0.475053984985	196.617105931	0.282697234135	196.617105931	0.215819069681	196.617105931	0.197050020761	196.617105931	0.213935426753	196.617105931	0.177292689979	344.929128334	0.133383768114	395.929128334	0.0342832033016	636.341101776	7602.8198511675	0.227431177564333	0.857839904368684	6.45573474311722	0.947061716753738	4	4	2	2	3
72	5	8	1.67361111111111	3	3.69426113654561	1.85677579	als	3.7053333	9.0628839	9.267099	0.33333333	1.85677579	5.159996	1.53019930291531	1.9618631312	130.561438751	1.04692256999	196.617105931	0.592026064369	196.617105931	0.580958400818	344.929128334	0.528817267194	344.929128334	0.535020050976	344.929128334	0.486228060089	344.929128334	0.385752958633	344.929128334	0.301479419329	395.929128334	5073.79948453179	0.151777921097943	0.81901661552344	5.98123522638411	0.877452238545981	4	2	3	1	2
72	6	8	1.54054054054054	3	3.77987486991011	-1.497866662	ein	3.7649745	9.4836446	11.951045	0.33333333	-1.49786666	6.489906	1.10066698672759	0.930955173513	145.617105931	2.01836528873	145.617105931	1.81750619678	145.617105931	1.08767384105	145.617105931	0.806649575007	196.617105931	0.669376764943	196.617105931	0.740307907214	196.617105931	0.710238115787	344.929128334	0.591378723045	395.929128334	5820.69040048378	0.174120457663633	0.832199541272591	5.98123522638411	0.877452238545981	4	1	3	2	2
